tissue	group	total.mRNA.mol	well	sex	age	diameter	cell_id	level1class	level2class
sscortex	4	9234	83	-1	26	10.8	1772066104_C11	oligodendrocytes	Oligo2
sscortex	4	6828	59	-1	21	12.7	1772063063_C08	oligodendrocytes	Oligo2
ca1hippocampus	4	6772	33	1	23	9.46	1772066102_A05	oligodendrocytes	Oligo2
sscortex	4	9563	24	-1	24	0	1772062118_H03	oligodendrocytes	Oligo2
sscortex	4	7672	53	1	27	10.2	1772063074_E07	oligodendrocytes	Oligo6
ca1hippocampus	4	6672	38	1	24	11.2	1772067094_F05	oligodendrocytes	Oligo2
sscortex	4	9054	25	-1	21	10.9	1772063063_A04	oligodendrocytes	Oligo2
ca1hippocampus	4	3499	83	1	31	11	1772067083_C11	oligodendrocytes	Oligo2
ca1hippocampus	4	7361	6	-1	23	12.4	1772067060_F01	oligodendrocytes	Oligo2
sscortex	4	6035	7	1	26	6.01	1772058148_G01	oligodendrocytes	Oligo2
sscortex	4	4494	53	1	26	10.8	1772058148_E07	oligodendrocytes	Oligo2
ca1hippocampus	4	6813	92	-1	27	9.65	1772067058_D12	oligodendrocytes	Oligo5
sscortex	4	3123	53	-1	31	8.43	1772063061_E07	oligodendrocytes	Oligo6
ca1hippocampus	4	4912	41	-1	26	10.9	1772067054_A06	oligodendrocytes	Oligo2
sscortex	4	6127	69	1	23	8.28	1772062128_E09	oligodendrocytes	Oligo2
ca1hippocampus	4	8395	85	1	24	9.09	1772066107_E11	oligodendrocytes	Oligo2
ca1hippocampus	4	7689	91	-1	26	10.6	1772067054_C12	oligodendrocytes	Oligo2
sscortex	4	5198	91	1	26	10.3	1772067070_C12	oligodendrocytes	Oligo5
sscortex	4	4394	15	1	23	11.7	1772062128_G02	oligodendrocytes	Oligo2
ca1hippocampus	4	9192	12	-1	24	8.74	1772071045_D02	oligodendrocytes	Oligo2
sscortex	4	12197	44	1	20	9.39	1772058177_D06	oligodendrocytes	Oligo2
sscortex	4	4703	22	1	20	9.58	1772058177_F03	oligodendrocytes	Oligo6
sscortex	4	8059	93	1	23	9.72	1772062128_E12	oligodendrocytes	Oligo6
sscortex	4	5179	70	1	23	8.35	1772062128_F09	oligodendrocytes	Oligo6
sscortex	4	5786	60	1	20	9.53	1772058177_D08	oligodendrocytes	Oligo2
sscortex	4	4698	33	-1	24	13.7	1772062118_A05	oligodendrocytes	Oligo6
sscortex	4	9097	45	-1	21	10	1772063063_E06	oligodendrocytes	Oligo6
ca1hippocampus	4	9058	79	1	24	10.6	1772066070_G10	oligodendrocytes	Oligo5
sscortex	4	8068	3	1	23	9.65	1772062128_C01	oligodendrocytes	Oligo6
ca1hippocampus	4	7176	85	-1	24	9.37	1772071045_E11	oligodendrocytes	Oligo2
ca1hippocampus	4	7289	47	-1	28	11.8	1772066076_G06	oligodendrocytes	Oligo2
ca1hippocampus	4	7860	88	-1	26	14.2	1772066103_H11	oligodendrocytes	Oligo2
sscortex	4	12498	37	-1	21	11.1	1772063063_E05	oligodendrocytes	Oligo2
ca1hippocampus	4	7778	38	-1	24	10.2	1772071045_F05	oligodendrocytes	Oligo2
ca1hippocampus	4	4919	90	-1	28	12	1772066076_B12	oligodendrocytes	Oligo6
ca1hippocampus	4	6111	78	-1	27	10.2	1772067058_F10	oligodendrocytes	Oligo2
sscortex	4	10786	68	1	23	9.91	1772062128_D09	oligodendrocytes	Oligo3
sscortex	4	12531	65	-1	24	12.8	1772067064_A09	oligodendrocytes	Oligo2
ca1hippocampus	4	4560	62	-1	26	12.1	1772067054_F08	oligodendrocytes	Oligo2
ca1hippocampus	4	9305	30	-1	26	10.3	1772067096_F04	oligodendrocytes	Oligo2
ca1hippocampus	4	14666	83	-1	23	11.5	1772067059_C11	oligodendrocytes	Oligo2
ca1hippocampus	4	10476	87	-1	27	10.4	1772066096_G11	oligodendrocytes	Oligo2
sscortex	4	11448	87	-1	28	12	1772062115_G11	oligodendrocytes	Oligo5
ca1hippocampus	4	11734	66	0	26	11	1772067076_B09	oligodendrocytes	Oligo2
sscortex	4	6847	81	-1	21	11.3	1772063063_A11	oligodendrocytes	Oligo2
ca1hippocampus	4	7019	47	1	24	13.5	1772066100_G06	oligodendrocytes	Oligo2
ca1hippocampus	4	8631	74	-1	27	11.4	1772067058_B10	oligodendrocytes	Oligo2
sscortex	4	39653	4	-1	27	9.4	1772063070_D01	oligodendrocytes	Oligo6
ca1hippocampus	4	15132	32	-1	23	9.58	1772067060_H04	oligodendrocytes	Oligo2
sscortex	4	6501	2	1	26	9.26	1772058148_B01	oligodendrocytes	Oligo2
sscortex	4	8338	81	1	26	9.87	1772058148_A11	oligodendrocytes	Oligo2
ca1hippocampus	4	10278	37	-1	23	8.12	1772067059_E05	oligodendrocytes	Oligo2
sscortex	4	13869	87	-1	24	9.74	1772067063_G11	oligodendrocytes	Oligo2
sscortex	4	9721	62	1	23	11.2	1772062128_F08	oligodendrocytes	Oligo3
ca1hippocampus	4	11358	77	-1	23	11.2	1772067060_E10	oligodendrocytes	Oligo2
ca1hippocampus	4	6471	31	-1	28	11.3	1772066076_G04	oligodendrocytes	Oligo2
ca1hippocampus	4	4299	92	-1	26	9.44	1772066098_D12	oligodendrocytes	Oligo5
sscortex	4	9812	65	1	26	9.89	1772058148_A09	oligodendrocytes	Oligo2
sscortex	4	6375	42	1	27	9.7	1772063074_B06	oligodendrocytes	Oligo6
ca1hippocampus	4	8736	76	-1	23	7.39	1772066090_D10	oligodendrocytes	Oligo6
ca1hippocampus	4	7874	7	0	26	8.72	1772067076_G01	oligodendrocytes	Oligo2
ca1hippocampus	4	6478	38	-1	28	11.9	1772066076_F05	oligodendrocytes	Oligo3
ca1hippocampus	4	9685	80	1	23	9.91	1772066108_H10	oligodendrocytes	Oligo2
ca1hippocampus	4	9101	47	-1	23	11.6	1772067059_G06	oligodendrocytes	Oligo2
ca1hippocampus	4	6999	86	-1	27	8.89	1772066095_F11	oligodendrocytes	Oligo2
ca1hippocampus	4	15732	26	-1	23	11.7	1772066077_B04	oligodendrocytes	Oligo5
ca1hippocampus	4	5403	87	1	23	9.19	1772066102_G11	oligodendrocytes	Oligo5
ca1hippocampus	4	10150	93	1	23	10.7	1772066108_E12	oligodendrocytes	Oligo2
sscortex	4	13780	29	1	20	10.7	1772058177_E04	oligodendrocytes	Oligo3
ca1hippocampus	4	11747	42	0	26	0	1772067076_B06	oligodendrocytes	Oligo2
ca1hippocampus	4	9482	89	-1	27	11.2	1772067057_A12	oligodendrocytes	Oligo6
ca1hippocampus	4	13701	10	-1	23	10.3	1772066090_B02	oligodendrocytes	Oligo6
ca1hippocampus	4	13252	11	-1	23	8.06	1772066077_C02	oligodendrocytes	Oligo2
ca1hippocampus	4	8631	95	0	26	10.2	1772067076_G12	oligodendrocytes	Oligo6
sscortex	4	9341	21	-1	28	9.6	1772062115_E03	oligodendrocytes	Oligo4
ca1hippocampus	4	16594	85	1	23	12.9	1772066099_E11	oligodendrocytes	Oligo4
ca1hippocampus	4	9394	33	1	23	10.9	1772066108_A05	oligodendrocytes	Oligo6
sscortex	4	9487	96	-1	24	13.2	1772062118_H12	oligodendrocytes	Oligo4
sscortex	4	10621	27	1	24	10.6	1772062111_C04	oligodendrocytes	Oligo4
ca1hippocampus	4	9369	27	1	23	10.5	1772066108_C04	oligodendrocytes	Oligo2
sscortex	4	6412	40	-1	28	10.1	1772062115_H05	oligodendrocytes	Oligo4
sscortex	4	7266	34	1	22	11.5	1772062109_B05	oligodendrocytes	Oligo6
sscortex	4	21464	28	1	22	12.1	1772062109_D04	oligodendrocytes	Oligo5
ca1hippocampus	4	6187	86	-1	28	11.5	1772066076_F11	oligodendrocytes	Oligo5
sscortex	4	9403	76	1	24	11.7	1772060224_D10	oligodendrocytes	Oligo5
ca1hippocampus	4	12936	64	1	23	11	1772066108_H08	oligodendrocytes	Oligo6
ca1hippocampus	4	16694	92	1	23	11.3	1772066102_D12	oligodendrocytes	Oligo6
sscortex	4	5976	1	1	27	9.95	1772063074_A01	oligodendrocytes	Oligo2
sscortex	4	7185	75	-1	24	9.18	1772062118_C10	oligodendrocytes	Oligo6
sscortex	4	8681	45	1	20	11.3	1772063062_E06	oligodendrocytes	Oligo3
sscortex	4	7789	87	-1	24	9.2	1772062118_G11	oligodendrocytes	Oligo2
sscortex	4	9210	35	1	24	12.7	1772062111_C05	oligodendrocytes	Oligo4
sscortex	4	14245	82	-1	28	8.99	1772062115_B11	oligodendrocytes	Oligo4
sscortex	4	7696	95	-1	28	10.3	1772062115_G12	oligodendrocytes	Oligo3
sscortex	4	8387	6	-1	24	10.1	1772062118_F01	oligodendrocytes	Oligo3
ca1hippocampus	4	6182	37	-1	28	8.62	1772066076_E05	oligodendrocytes	Oligo6
sscortex	4	6720	8	1	20	10	1772063062_H01	oligodendrocytes	Oligo6
sscortex	4	11077	92	-1	26	9.58	1772062113_D12	oligodendrocytes	Oligo6
sscortex	4	9067	93	1	24	12	1772062111_E12	oligodendrocytes	Oligo3
sscortex	4	11466	11	-1	26	10.3	1772062113_C02	oligodendrocytes	Oligo4
sscortex	4	10637	1	1	27	10	1772062114_A01	oligodendrocytes	Oligo4
sscortex	4	7132	36	-1	24	11.1	1772062118_D05	oligodendrocytes	Oligo6
sscortex	4	8232	15	-1	24	10	1772062118_G02	oligodendrocytes	Oligo6
sscortex	4	8479	58	-1	28	10.4	1772062115_B08	oligodendrocytes	Oligo6
sscortex	4	10210	16	1	22	10.9	1772062109_H02	oligodendrocytes	Oligo4
sscortex	4	11591	50	1	24	12.5	1772062111_B07	oligodendrocytes	Oligo4
sscortex	4	10163	74	1	24	11	1772062111_B10	oligodendrocytes	Oligo4
sscortex	4	13728	46	1	22	9.23	1772062109_F06	oligodendrocytes	Oligo3
sscortex	4	10448	43	-1	26	10.4	1772062113_C06	oligodendrocytes	Oligo3
sscortex	4	12160	83	-1	26	7.96	1772062113_C11	oligodendrocytes	Oligo6
sscortex	4	7193	75	-1	27	9.08	1772063070_C10	oligodendrocytes	Oligo6
sscortex	4	12634	49	1	24	10.9	1772062111_A07	oligodendrocytes	Oligo3
sscortex	4	9759	32	1	24	9.6	1772062111_H04	oligodendrocytes	Oligo6
sscortex	4	7448	94	-1	31	9.16	1772063061_F12	oligodendrocytes	Oligo6
sscortex	4	12697	16	1	28	8.39	1772063079_H02	oligodendrocytes	Oligo3
sscortex	4	12887	5	-1	24	13.1	1772062118_E01	oligodendrocytes	Oligo4
sscortex	4	10108	29	-1	28	8.61	1772062115_E04	oligodendrocytes	Oligo6
sscortex	4	12574	94	1	22	11.9	1772062109_F12	oligodendrocytes	Oligo6
sscortex	4	11934	36	-1	27	9.23	1772063070_D05	oligodendrocytes	Oligo2
sscortex	4	16901	47	-1	26	10.6	1772062113_G06	oligodendrocytes	Oligo3
sscortex	4	17486	93	-1	31	8.72	1772063061_E12	oligodendrocytes	Oligo6
sscortex	4	17418	13	-1	26	11.4	1772062113_E02	oligodendrocytes	Oligo6
sscortex	4	25631	88	-1	26	9.76	1772062113_H11	oligodendrocytes	Oligo3
sscortex	4	13869	16	1	24	11.8	1772062111_H02	oligodendrocytes	Oligo1
sscortex	4	14660	28	-1	26	11	1772062113_D04	oligodendrocytes	Oligo3
sscortex	4	13796	12	1	28	11.3	1772063079_D02	oligodendrocytes	Oligo6
sscortex	4	9330	69	1	28	9.51	1772063079_E09	oligodendrocytes	Oligo6
ca1hippocampus	4	12746	95	-1	27	9.21	1772066095_G12	oligodendrocytes	Oligo3
sscortex	4	10036	12	-1	31	7.27	1772063061_D02	oligodendrocytes	Oligo4
sscortex	4	11675	30	-1	27	10.9	1772063078_F04	oligodendrocytes	Oligo4
sscortex	4	12216	94	-1	26	11.7	1772062113_F12	oligodendrocytes	Oligo3
sscortex	4	18460	27	1	28	0	1772063079_C04	oligodendrocytes	Oligo6
sscortex	4	15408	16	1	22	9.57	1772062116_H02	oligodendrocytes	Oligo2
sscortex	4	11333	66	-1	26	10.9	1772058171_B09	oligodendrocytes	Oligo3
sscortex	4	15275	51	-1	28	10.1	1772062115_C07	oligodendrocytes	Oligo4
sscortex	4	11476	53	1	20	10.5	1772063064_E07	oligodendrocytes	Oligo6
ca1hippocampus	4	12552	32	1	23	10.4	1772066108_H04	oligodendrocytes	Oligo4
ca1hippocampus	4	8206	12	-1	23	12	1772067060_D02	oligodendrocytes	Oligo5
sscortex	4	11607	84	1	28	10.6	1772063079_D11	oligodendrocytes	Oligo3
sscortex	4	15934	53	-1	26	10.1	1772062113_E07	oligodendrocytes	Oligo4
sscortex	4	16033	26	-1	26	11.4	1772058171_B04	oligodendrocytes	Oligo3
sscortex	4	13702	53	1	20	11.7	1772058177_E07	oligodendrocytes	Oligo3
ca1hippocampus	4	16445	12	0	26	10	1772067076_D02	oligodendrocytes	Oligo4
sscortex	4	12434	92	1	20	9.7	1772058177_D12	oligodendrocytes	Oligo3
sscortex	4	9486	53	-1	26	10.8	1772058171_E07	oligodendrocytes	Oligo3
sscortex	4	11725	3	1	20	10.5	1772058177_C01	oligodendrocytes	Oligo3
sscortex	4	12920	9	-1	26	10.8	1772058171_A02	oligodendrocytes	Oligo3
sscortex	4	11081	34	-1	26	10.7	1772058171_B05	oligodendrocytes	Oligo3
sscortex	4	7912	37	1	24	10.9	1772062111_E05	oligodendrocytes	Oligo6
sscortex	4	26601	20	-1	26	11.9	1772058171_D03	oligodendrocytes	Oligo3
sscortex	4	23635	17	1	20	12.7	1772058177_A03	oligodendrocytes	Oligo3
sscortex	4	27927	13	-1	26	19.1	1772058171_E02	oligodendrocytes	Oligo3
sscortex	4	8829	25	-1	26	0	1772058171_A04	oligodendrocytes	Oligo3
sscortex	4	8806	76	1	27	9.27	1772063074_D10	oligodendrocytes	Oligo2
sscortex	4	21523	7	-1	26	11.4	1772058171_G01	oligodendrocytes	Oligo3
sscortex	4	26628	45	1	20	12	1772058177_E06	oligodendrocytes	Oligo3
sscortex	4	16711	11	1	20	10.1	1772058177_C02	oligodendrocytes	Oligo3
sscortex	4	14746	34	1	20	11.1	1772058177_B05	oligodendrocytes	Oligo3
sscortex	4	23603	28	-1	26	11.2	1772058171_D04	oligodendrocytes	Oligo3
sscortex	4	10313	4	-1	26	9.56	1772058171_D01	oligodendrocytes	Oligo3
sscortex	4	31964	62	1	20	10.6	1772058177_F08	oligodendrocytes	Oligo3
sscortex	4	40927	3	-1	26	11.3	1772058171_C01	oligodendrocytes	Oligo3
sscortex	4	14758	22	-1	26	10.9	1772058171_F03	oligodendrocytes	Oligo3
sscortex	4	17701	81	-1	26	11.4	1772058171_A11	oligodendrocytes	Oligo3
sscortex	4	14450	87	-1	26	10.7	1772058171_G11	oligodendrocytes	Oligo3
sscortex	4	11900	65	-1	26	11	1772058171_A09	oligodendrocytes	Oligo3
sscortex	4	31001	62	-1	26	13.1	1772058171_F08	oligodendrocytes	Oligo3
sscortex	4	14252	46	1	20	9.67	1772058177_F06	oligodendrocytes	Oligo3
sscortex	4	13417	58	-1	26	12.4	1772058171_B08	oligodendrocytes	Oligo3
sscortex	4	13255	23	-1	26	9.04	1772058171_G03	oligodendrocytes	Oligo3
sscortex	4	12162	1	1	20	9.94	1772058177_A01	oligodendrocytes	Oligo3
sscortex	4	16312	42	1	20	10.9	1772058177_B06	oligodendrocytes	Oligo3
sscortex	4	8539	95	1	26	10.4	1772058148_G12	oligodendrocytes	Oligo6
sscortex	4	21916	50	-1	26	13	1772058171_B07	oligodendrocytes	Oligo3
sscortex	4	16774	39	1	20	10.4	1772058177_G05	oligodendrocytes	Oligo3
sscortex	4	14366	54	1	20	10.2	1772063064_F07	oligodendrocytes	Oligo6
sscortex	4	20214	77	-1	26	11.9	1772058171_E10	oligodendrocytes	Oligo3
sscortex	4	15740	42	-1	26	10.7	1772058171_B06	oligodendrocytes	Oligo3
sscortex	4	13069	93	1	20	9.76	1772058177_E12	oligodendrocytes	Oligo3
sscortex	4	19798	12	-1	26	10.6	1772058171_D02	oligodendrocytes	Oligo3
sscortex	4	12562	26	1	20	11.1	1772058177_B04	oligodendrocytes	Oligo3
sscortex	4	11883	30	1	23	11.3	1772062128_F04	oligodendrocytes	Oligo6
sscortex	4	10175	60	-1	26	10.2	1772058171_D08	oligodendrocytes	Oligo3
sscortex	4	11974	37	-1	26	11.3	1772058171_E05	oligodendrocytes	Oligo3
sscortex	4	14942	66	1	20	9.83	1772058177_B09	oligodendrocytes	Oligo3
sscortex	4	15727	91	1	20	10.4	1772058177_C12	oligodendrocytes	Oligo3
sscortex	4	13430	36	1	20	7.39	1772058177_D05	oligodendrocytes	Oligo3
sscortex	4	14996	79	-1	26	11	1772058171_G10	oligodendrocytes	Oligo3
sscortex	4	13878	27	-1	26	11.7	1772058171_C04	oligodendrocytes	Oligo3
sscortex	4	14549	59	-1	26	12.1	1772058171_C08	oligodendrocytes	Oligo3
sscortex	4	10355	75	-1	26	11.6	1772058171_C10	oligodendrocytes	Oligo5
sscortex	4	7909	75	1	23	11.5	1772062128_C10	oligodendrocytes	Oligo6
sscortex	4	14006	26	-1	31	10.4	1772063061_B04	oligodendrocytes	Oligo6
sscortex	5	4307	30	-1	26	10.2	1772058171_F04	microglia	Mgl1
sscortex	5	8466	12	1	22	10.3	1772060226_D02	microglia	Mgl1
sscortex	5	4154	86	1	22	8.97	1772062109_F11	microglia	Mgl1
ca1hippocampus	5	5043	61	-1	23	9.11	1772066090_E08	microglia	Mgl2
ca1hippocampus	5	7547	87	-1	27	11.1	1772067057_G11	microglia	Mgl1
sscortex	5	3218	46	1	26	8.72	1772058148_F06	microglia	Mgl1
sscortex	5	4480	65	1	20	10.4	1772058177_A09	microglia	Mgl1
sscortex	5	7140	49	1	20	10.5	1772058177_A07	microglia	Mgl1
sscortex	5	5182	21	-1	28	10.9	1772060225_E03	microglia	Mgl1
sscortex	5	4036	76	1	20	9.85	1772058177_D10	microglia	Mgl1
sscortex	5	2776	84	1	20	9	1772058177_D11	microglia	Mgl2
sscortex	5	3093	4	1	22	8.05	1772062109_D01	microglia	Mgl1
sscortex	5	3596	19	1	20	8.85	1772058177_C03	microglia	Mgl1
sscortex	5	4778	37	1	22	11.9	1772062109_E05	microglia	Mgl1
sscortex	5	3373	38	1	23	9.36	1772062128_F05	microglia	Mgl2
sscortex	5	3098	27	1	26	10.1	1772067070_C04	microglia	Mgl2
ca1hippocampus	5	3756	90	-1	27	7.03	1772066095_B12	microglia	Mgl2
sscortex	5	6870	93	1	26	11.2	1772058148_E12	microglia	Mgl2
sscortex	5	4032	92	1	26	9.06	1772058148_D12	microglia	Mgl2
sscortex	5	3068	33	1	26	8.55	1772058148_A05	microglia	Mgl2
sscortex	5	4749	50	-1	26	8.94	1772066104_B07	microglia	Mgl2
sscortex	5	3809	79	1	24	10.5	1772062111_G10	microglia	Mgl2
sscortex	5	11152	21	1	22	12.4	1772060226_E03	microglia	Mgl2
sscortex	5	4509	88	-1	23	9.42	1772060240_H11	microglia	Mgl2
ca1hippocampus	5	5463	47	-1	27	10.3	1772066096_G06	microglia	Pvm1
sscortex	5	5529	89	1	20	10.8	1772058177_A12	microglia	Pvm1
sscortex	5	7319	11	1	23	11.6	1772062128_C02	microglia	Mgl1
ca1hippocampus	5	7325	55	-1	27	9.23	1772066095_G07	microglia	Pvm1
sscortex	5	8393	35	-1	26	12.3	1772058171_C05	microglia	Pvm1
sscortex	5	4091	49	1	23	10.6	1772062128_A07	microglia	Pvm1
sscortex	5	6431	5	1	20	14.2	1772058177_E01	microglia	Pvm1
sscortex	5	8701	82	1	20	13	1772058177_B11	microglia	Pvm1
sscortex	5	13762	54	1	20	19.1	1772058177_F07	microglia	Pvm1
sscortex	5	9233	31	1	20	14.5	1772058177_G04	microglia	Pvm1
sscortex	5	7277	18	1	27	13.7	1772063074_B03	microglia	Pvm1
sscortex	5	7398	86	-1	26	11	1772058171_F11	microglia	Pvm1
sscortex	5	7961	81	-1	26	11.3	1772062113_A11	microglia	Pvm1
sscortex	5	6092	48	1	24	12.8	1772062111_H06	microglia	Pvm1
sscortex	5	4842	78	-1	31	10.2	1772063061_F10	microglia	Pvm1
sscortex	5	5534	12	1	22	12.5	1772062116_D02	microglia	Pvm1
sscortex	5	3940	49	-1	28	0	1772062115_A07	microglia	Pvm1
sscortex	5	3159	11	-1	28	0	1772062115_C02	microglia	Pvm1
sscortex	5	4896	93	1	22	12	1772062109_E12	microglia	Pvm1
sscortex	5	7084	44	1	22	12.5	1772062109_D06	microglia	Pvm1
sscortex	5	15283	12	1	23	14.3	1772062128_D02	microglia	Pvm1
sscortex	5	5000	30	-1	24	11.6	1772062118_F04	microglia	Pvm1
sscortex	5	9247	15	-1	27	12.5	1772063078_G02	microglia	Pvm1
sscortex	5	12740	88	-1	21	14.5	1772063063_H11	microglia	Pvm1
sscortex	5	4019	81	-1	24	9.91	1772062118_A11	microglia	Pvm1
sscortex	5	7260	54	1	24	11.7	1772060224_F07	microglia	Pvm2
sscortex	5	8075	46	-1	26	9.72	1772063077_F06	microglia	Pvm1
sscortex	5	4708	33	1	24	15.1	1772062111_A05	microglia	Pvm1
sscortex	5	3254	90	1	24	11.7	1772060224_B12	microglia	Pvm2
ca1hippocampus	5	7384	49	-1	28	11.8	1772066076_A07	microglia	Pvm1
sscortex	5	4634	92	-1	24	8.99	1772067064_D12	microglia	Pvm1
sscortex	5	4555	38	-1	23	11.2	1772060240_F05	microglia	Pvm2
sscortex	5	4520	21	-1	26	10.5	1772063077_E03	microglia	Pvm2
sscortex	5	2540	62	1	27	12.1	1772063074_F08	microglia	Pvm2
sscortex	5	5233	30	1	20	9.96	1772058177_F04	microglia	Pvm2
sscortex	5	7318	28	1	28	10.2	1772067074_D04	microglia	Pvm2
ca1hippocampus	5	7083	54	-1	28	11.7	1772066080_F07	microglia	Pvm2
sscortex	5	7251	47	1	24	13.5	1772062111_G06	microglia	Pvm2
sscortex	5	5009	92	1	22	12.5	1772062109_D12	microglia	Pvm2
sscortex	5	6551	41	1	22	12.3	1772062109_A06	microglia	Pvm1
sscortex	5	7101	37	-1	26	13.3	1772062113_E05	microglia	Pvm2
sscortex	5	6762	94	1	24	12.7	1772062111_F12	microglia	Pvm2
sscortex	5	8351	8	-1	24	14.6	1772062118_H01	microglia	Pvm1
sscortex	5	3754	96	1	27	10.7	1772063074_H12	microglia	Pvm2
sscortex	5	3579	66	-1	24	9.61	1772067064_B09	microglia	Pvm2
ca1hippocampus	5	4618	66	-1	27	11.5	1772067057_B09	microglia	Pvm2
sscortex	5	7534	56	1	24	11.2	1772060224_H07	microglia	Mgl1
ca1hippocampus	5	3240	51	1	24	0	1772067094_C07	microglia	Mgl2
sscortex	5	3967	11	1	26	10.7	1772067070_C02	microglia	Pvm2
ca1hippocampus	5	5719	47	-1	26	14.3	1772067096_G06	microglia	Mgl2
sscortex	5	9300	80	-1	23	10.1	1772060240_H10	microglia	Pvm2
sscortex	5	3318	71	1	22	11.3	1772062116_G09	microglia	Pvm2
ca1hippocampus	5	2893	27	-1	27	11	1772067058_C04	microglia	Pvm2
sscortex	5	2544	60	-1	26	13	1772063077_D08	microglia	Pvm2
sscortex	5	11444	17	-1	21	11.8	1772063063_A03	microglia	Pvm2
sscortex	5	6901	96	1	22	10.4	1772060226_H12	microglia	Mgl1
ca1hippocampus	5	6102	42	-1	23	11.2	1772066090_B06	microglia	Mgl2
sscortex	5	4609	22	-1	24	12.3	1772062118_F03	microglia	Pvm2
sscortex	5	3372	52	1	20	9.84	1772063062_D07	microglia	Pvm2
sscortex	5	2687	32	1	23	10.5	1772062128_H04	microglia	Pvm2
sscortex	5	4508	45	-1	24	12.9	1772062118_E06	microglia	Mgl2
ca1hippocampus	5	2792	18	-1	24	10.3	1772071044_B03	microglia	Pvm1
sscortex	5	3227	38	-1	28	13.2	1772060225_F05	microglia	Pvm2
sscortex	5	3937	94	1	22	11.8	1772060226_F12	microglia	Pvm2
sscortex	5	3639	88	-1	28	0	1772062115_H11	microglia	Pvm2
sscortex	5	2553	35	1	22	8.9	1772062109_C05	microglia	Mgl1
sscortex	5	3865	21	1	20	9.51	1772058177_E03	microglia	Pvm2
sscortex	5	2897	50	1	24	10.5	1772060224_B07	microglia	Pvm2
sscortex	5	5910	16	1	22	12.6	1772060226_H02	microglia	Pvm2
sscortex	5	2941	68	-1	24	0	1772062118_D09	microglia	Pvm2
sscortex	5	5226	86	-1	24	11.3	1772062118_F11	microglia	Pvm2
sscortex	5	4642	92	1	24	9.71	1772062111_D12	microglia	Pvm2
sscortex	5	3410	18	1	23	10.6	1772062128_B03	microglia	Mgl1
ca1hippocampus	5	10267	20	-1	23	12	1772066090_D03	microglia	Pvm1
sscortex	6	8049	13	-1	21	0	1772063071_E02	endothelial-mural	Vsmc
sscortex	6	5237	81	1	20	14.2	1772063064_A11	endothelial-mural	Vend2
sscortex	6	5401	66	1	24	13.1	1772060224_B09	endothelial-mural	Peric
sscortex	6	4727	88	-1	27	20.8	1772063078_H11	endothelial-mural	Vend2
sscortex	6	13466	23	-1	31	9.97	1772063061_G03	endothelial-mural	Vend2
sscortex	6	10662	4	-1	21	7.54	1772063071_D01	endothelial-mural	Peric
sscortex	6	9033	34	1	20	13.5	1772063064_B05	endothelial-mural	Vend2
sscortex	6	5526	13	1	24	10.3	1772062111_E02	endothelial-mural	Vend2
sscortex	6	6500	96	1	20	10.1	1772063062_H12	endothelial-mural	Vend2
sscortex	6	4016	59	1	20	8.51	1772058177_C08	endothelial-mural	Vend2
sscortex	6	4560	49	1	26	9.03	1772058148_A07	endothelial-mural	Vend2
sscortex	6	6051	17	-1	23	15.4	1772060240_A03	endothelial-mural	Vend2
sscortex	6	5418	64	1	26	19.2	1772067070_H08	endothelial-mural	Vend2
sscortex	6	2666	11	1	28	8.32	1772063079_C02	endothelial-mural	(none)
sscortex	6	3561	1	-1	21	10.7	1772063071_A01	endothelial-mural	(none)
sscortex	6	4652	65	1	28	0	1772063079_A09	endothelial-mural	Vsmc
sscortex	6	3948	35	1	26	13.7	1772067070_C05	endothelial-mural	Vend2
sscortex	6	4373	81	1	28	7.43	1772063079_A11	endothelial-mural	Vsmc
sscortex	6	15041	63	-1	26	10.8	1772062113_G08	endothelial-mural	Vsmc
sscortex	6	6601	71	1	23	12.3	1772062128_G09	endothelial-mural	Vend2
sscortex	6	32457	84	-1	23	11.1	1772060240_D11	endothelial-mural	Vsmc
ca1hippocampus	6	3866	2	-1	24	10.4	1772071044_B01	endothelial-mural	Vend2
ca1hippocampus	6	3746	77	1	28	0	1772071036_E10	endothelial-mural	Vend2
sscortex	6	17428	84	-1	26	9.74	1772062113_D11	endothelial-mural	Vend2
sscortex	6	9803	2	-1	21	13.6	1772063063_B01	endothelial-mural	Vend2
sscortex	6	3085	93	-1	26	11.1	1772058171_E12	endothelial-mural	Vend2
sscortex	6	10533	46	1	20	13.3	1772063064_F06	endothelial-mural	Vsmc
sscortex	6	4705	40	1	26	11.5	1772058148_H05	endothelial-mural	Vend2
ca1hippocampus	6	4760	90	-1	26	11.1	1772066103_B12	endothelial-mural	Vend2
sscortex	6	3940	47	1	20	11.3	1772058177_G06	endothelial-mural	Vend2
sscortex	6	4263	48	1	20	7.37	1772058177_H06	endothelial-mural	Vend2
sscortex	6	7548	16	1	20	11.1	1772058177_H02	endothelial-mural	Vend1
sscortex	6	4221	4	1	20	9.38	1772058177_D01	endothelial-mural	Vend2
sscortex	6	5955	85	-1	26	13.9	1772058171_E11	endothelial-mural	Vend1
sscortex	6	4867	78	1	20	11	1772058177_F10	endothelial-mural	Vend2
sscortex	6	5845	71	-1	26	11.6	1772058171_G09	endothelial-mural	Vend2
sscortex	6	6326	55	-1	26	11.4	1772058171_G07	endothelial-mural	Vend2
sscortex	6	5042	94	1	20	7.85	1772058177_F12	endothelial-mural	Vend2
